movieid,name,year,length,genres,rate,poster,plot,trailer
tt0125664,Man on the Moon,1999,118,Biography|Comedy|Drama,7.4,https://ia.media-imdb.com/images/M/MV5BNDI1Mjc3MzAtZDk0OS00OTZlLTlhZjktNzA3ODgwZGY2NWIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"The life and career of a legendary comedian, Andy Kaufman.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e16049&bitrateid=471&vendorid=102&type=.mp4
tt0112641,Casino,1995,178,Biography|Crime|Drama,8.199999999999999,https://ia.media-imdb.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive, compete against each other over a gambling empire, and over a fast living and fast loving socialite.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10412&bitrateid=471&vendorid=102&type=.mp4
tt1179034,From Paris with Love,2010,92,Action|Thriller,6.5,https://ia.media-imdb.com/images/M/MV5BODAwMDFjNjktMWY2Mi00MmVhLWI0MjYtNzg4OTI0NzA5YzBjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"In Paris, a young employee in the office of the US Ambassador hooks up with an American spy looking to stop a terrorist attack in the city.",https://video-http.media-imdb.com/MV5BMmNkMWJhNWEtODZmNi00OTcwLTgxODUtMzY1MzZlN2IxZWQzXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562177&Signature=eLc8~XMW5Ul0oK6YyFl5KpZ1Xlk-e9O7gb7lIYEYbD1VAzpj0yIMN-ivjsiOz5SOVbYgCgVM39QMNH91Pz2~wvM8M8Y7S2d4Pbx3fdl6uWu4NtnmNFsKkLYeqhHAo-QBDn9b7Lnovqu8fcKvDb3C32fNY3CaoCjsX8uSGny9lU8_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0245803,Bulletproof Monk,2003,104,Action|Comedy|Fantasy,5.5,https://ia.media-imdb.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_.jpg,"Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid whom he can teach to protect a scroll.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e54353&bitrateid=449&vendorid=102&type=.mp4
tt0183505,"Me, Myself & Irene",2000,116,Comedy,6.6,https://ia.media-imdb.com/images/M/MV5BODMwMDY2YzUtNGFiNS00NDA1LWI4YzMtYzVmM2RlZTk3NGVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,A nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=m10168&bitrateid=471&vendorid=102&type=.mp4
tt0414853,Barnyard,2006,90,Animation|Comedy|Family,5.6,https://ia.media-imdb.com/images/M/MV5BMTU2NDE0ODYyNF5BMl5BanBnXkFtZTcwNjQ3NzAzMQ@@._V1_.jpg,"When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e30450&bitrateid=472&vendorid=102&type=.mp4
tt0790604,Deck the Halls,2006,93,Comedy|Family,4.9,https://ia.media-imdb.com/images/M/MV5BMTIzNjA4OTM0OV5BMl5BanBnXkFtZTcwMDgwODkzMQ@@._V1_.jpg,Two neighbors have it out after one of them decorates his house for the holidays so brightly that it can be seen from space.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e29799&bitrateid=472&vendorid=102&type=.mp4
tt1259571,The Twilight Saga: New Moon,2009,130,Adventure|Drama|Fantasy|Romance,4.7,https://ia.media-imdb.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_.jpg,"Edward leaves Bella after an attack that nearly claimed her life, and in her depression she falls into yet another paranormal relationship - this time with werewolf Jacob Black.",https://video-http.media-imdb.com/MV5BYmFhNTllMGUtNzE1Ny00ZTJmLTgyYmEtYjhhNWM4YWRhM2UzXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562187&Signature=uUL6aXW4iqaOyAawkOowNULybWUti9YAC8b5IU5l4sp76NxvPg7xkG-jj4Zwhi-Ccmi1z4b7H0okf7Kh4XyTlKQ7Qlp5LV7Ve31M7QUcohrq-k1ryN5WIhRmhGHDx-nwFLCRqm0mJuSi-Z3UowrcK21MQaCSVcD4CBroncGGAlM_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0126029,Shrek,2001,90,Adventure|Animation|Comedy|Family|Fantasy,7.9,https://ia.media-imdb.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"After his swamp is filled with magical creatures, Shrek agrees to rescue Princess Fiona for a villainous lord in order to get his land back.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=m10286&bitrateid=472&vendorid=102&type=.mp4
tt1385826,The Adjustment Bureau,2011,106,Romance|Sci-Fi|Thriller,7.1,https://ia.media-imdb.com/images/M/MV5BMzc0ZDcwZTYtOWUzZi00NDE4LWI4NjgtMWVjZTUyYTA2ZTNhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,https://video-http.media-imdb.com/MV5BYTRhYjFhNGYtNzY5YS00MmZhLTlmY2UtNzRjODc4YTM3NDMwXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1524562191&Signature=YBMO3ccEovDB3wq-xZ2sxkdYavyTZAEi4vRk30m6xm3ov7FS4dQPLL2vE8fSa~EKjmQDEWnmgH3EWn6yN6rZbaf7uPinVUn065OnRbvkQfbqxZYjb1C-hSxtorR5qEHqfiovOD-4PUDDYr2yIsAIXMBlX7HfG8EwaSTpVf19XiQ_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0102798,Robin Hood: Prince of Thieves,1991,143,Action|Adventure|Drama|Romance,6.9,https://ia.media-imdb.com/images/M/MV5BODM3MjA3NDM3M15BMl5BanBnXkFtZTgwMDc1NjUwMjI@._V1_.jpg,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e62933&bitrateid=472&vendorid=102&type=.mp4
tt0116695,Jerry Maguire,1996,139,Comedy|Drama|Romance|Sport,7.3,https://ia.media-imdb.com/images/M/MV5BYTM0ZWNmZTUtOTVkZS00MTZiLTg3M2QtZjA0Y2RmOWM1NWEyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former secretary.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e120171&bitrateid=449&vendorid=102&type=.mp4
tt1637725,Ted,2012,106,Comedy|Fantasy,7,https://ia.media-imdb.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_.jpg,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",https://video-http.media-imdb.com/MV5BOWY5YzRlYzQtOGMxZS00MDQ1LWFiOGUtN2Y3MjhkYTA2MmQyXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562196&Signature=bfAzgG9Vz2hvxvJGU4b7H~MwTunyFMMxPnTppbTrvWVOvNg~fE3EX6sKzYZQnthhHeAFSGR7uNJsuMpB3mUWJmzJd-hIWAdM7jhJs4wA8j6jbQWov-Pqd7W4OOv67TNaSRaiT5NlMzy2RycTTBm231rQK8EVXr7sHqJPGahJ2SA_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0119822,As Good as It Gets,1997,139,Comedy|Drama|Romance,7.7,https://ia.media-imdb.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e11212&bitrateid=471&vendorid=102&type=.mp4
tt1229340,Anchorman 2: The Legend Continues,2013,119,Comedy,6.3,https://ia.media-imdb.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_.jpg,"With the 1970s behind him, San Diego's top-rated newsman, Ron Burgundy, returns to take New York City's first twenty-four-hour news channel by storm.",https://video-http.media-imdb.com/MV5BZGM1MTM3N2EtYWFhYS00MTI3LWI4ZmQtZTkxNDU4YzUxNDExXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562201&Signature=IRVpGE83TgVGUNGLb5EOTiS4jj8w44rHQFCxpHasEqKvnfoLTAFDw6YKlXvNhbPJB8epNKbnLDS519E8KAbk~hD-P2NLR6~J6UPQorVnLhE5J9W4cZO-QIYv8Q3x4mQmo-5GdZpnyhMXKJYetu1GoEsXsDQ6st5uoigLtsjI-ME_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0280590,Mr. Deeds,2002,96,Comedy|Romance,5.8,https://ia.media-imdb.com/images/M/MV5BMTU3NTE3M2QtNWQ0MS00ZmRkLWIwNTMtOTA0ZGM5N2UwMWNjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e120223&bitrateid=472&vendorid=102&type=.mp4
tt1650062,Super 8,2011,112,Mystery|Sci-Fi|Thriller,7,https://ia.media-imdb.com/images/M/MV5BMjIzNjEyMzcwOF5BMl5BanBnXkFtZTcwMTkyMjE0NQ@@._V1_.jpg,"During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.",https://video-http.media-imdb.com/MV5BMGNlZTdjZmUtMjgzYy00MGI0LThjOGYtMzI3ZWNkOGE2Y2RmXkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562205&Signature=M2FoXMfDK1ZEBvTAU51CO0mWJy4IwO5eXZ4SZhlROA~e8eZ5SopF8z~5qCwTm-Etix3~yEodO8ZSxszR~IYy5eGmeKKHIzGTNE9gxxyLOX4Y4~B8Qz79JosrW9zaN5TvruPs7QVn-mbpo07Ba~HiJNNHg6oNYqqxJmpbCWcltK4_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0251127,How to Lose a Guy in 10 Days,2003,116,Comedy|Romance,6.4,https://ia.media-imdb.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_.jpg,"Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days. Andie Anderson covers the ""How To"" beat for ""Composure"" magazine and is assigned to write an article on ""How to Lose a Guy in 10 days."" They meet in a bar shortly after the bet is made.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e19862&bitrateid=471&vendorid=102&type=.mp4
tt2294449,22 Jump Street,2014,112,Action|Comedy|Crime,7,https://ia.media-imdb.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_.jpg,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",https://video-http.media-imdb.com/MV5BYTBiZjc5MmUtNWUyMC00N2Y1LWJjNGYtNTA4MDU3M2E0NjE3XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562211&Signature=SujfZTeZqytjzcmoJrVLigXvq-BGeD0r5lH4~La3Uj9p66tqv~MsFd6NLsMcGJjFH84uDj7MQaaObzCpRxL48SiM5KjKNfyYYV4PdrulJtp-IWLmvijbCrQ1xVTLRAAmbYjuj7GLUpJCpYIxKQZz~DJuZRxY6Jfi4Bw79Hx-bgE_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,123,Drama|Fantasy|Horror,7.6,https://ia.media-imdb.com/images/M/MV5BYThmYjJhMGItNjlmOC00ZDRiLWEzNjUtZjU4MjA3MzY0MzFmXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"A vampire tells his epic life story: love, betrayal, loneliness, and hunger.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10547&bitrateid=471&vendorid=102&type=.mp4
tt1068680,Yes Man,2008,104,Comedy|Romance,6.8,https://ia.media-imdb.com/images/M/MV5BMzBmZTMzYmItNzhhMC00M2FkLWIxMGEtMjIxMjAwNmQ2ZmM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"A man challenges himself to say ""yes"" to everything for an entire year.",https://video-http.media-imdb.com/MV5BOTAzNTdlNTAtMjkxZi00YjllLTg0OTEtMWViNjRhYWQwYzRkXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1524562215&Signature=zciKTdxWw0ns8daK0fNd3AcUyLHaNQNqg2xNnJ3fsGfv8kGVML-HKirTolRdWBkzxxYZeHAsSc3X0sV3aF6tgjXZc5zIttqaHENb7bj8x~aVCjoq2fECAUR0PlrnrBadA3LGcVeJhceKv71NB2VTz3l73ylZZqXc38ebzLRJv0I_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt1489889,Central Intelligence,2016,107,Action|Comedy|Crime,6.3,https://ia.media-imdb.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_.jpg,"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",https://video-http.media-imdb.com/MV5BMjM0MTFmNWYtOTIyNC00Y2JmLWI5OWYtYzBmM2QxOTJmZDY4XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562217&Signature=ZjoA6-YAoSkXa0nm6w3njUOH63enN14D1bhsag~F9PVdGaZbQwZIwFM8L5KBt01RM8e-KzshtfcajsAyRUeXdgtvxv6EhmYY4IVShM6wIbSM~-l4sYU7vTchAmIKVRCHTSkGEFXlBAIVRpuaNPlU7cBaFt5t7s1xzioKRoNWC3k_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0120686,Stepmom,1998,124,Comedy|Drama,6.7,https://ia.media-imdb.com/images/M/MV5BMGJlOWM3ODctZjY3NC00YmRjLTg0NjgtNTFhOWQ4YzI4YjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A terminally ill woman has to settle on her former husband's new lover, who will be their children's stepmother.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10980&bitrateid=471&vendorid=102&type=.mp4
tt1528854,Daddy's Home,2015,96,Comedy|Family,6.1,https://ia.media-imdb.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_.jpg,"Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.",https://video-http.media-imdb.com/MV5BYzM4NjU1ZGYtN2U5ZS00NDU4LWFhNzUtNmJlMWMyMTg1NWI0XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562221&Signature=dz8pwf2BAFteGggRDVUXwwbIns79PXXyQ3hhFHz72nsFRy1LTjv~jAbXDi5rBuzCvvumLy6eS8qr6rQw6W~jed6EKQlHjyw4YM95w9edOlRhnGkvTzvOxWzbkd2eoyIx-spJ7YIHwGI2sVHF6LZHLiIcSVv6kgEtBQ3Ro~QzmQw_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt2180411,Into the Woods,2014,125,Adventure|Comedy|Drama|Fantasy|Musical,6,https://ia.media-imdb.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_.jpg,A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,https://video-http.media-imdb.com/MV5BMTc3MTMzNDcxOV5BMTFeQW1wNF5BbWU4MDgwNjg3MzMx.mp4?Expires=1524562223&Signature=FgymCQPJQ96R9fwvtZaUvqY89S1dKODMdIUie8RKklmnSMOduuL57TK8kW7GieUPY0-yfiiA0ZvVOD~Zc0XZKodE9zOFEMNvQ8Miz2hPgb5v5OQZ3aHv~iW8-gU3zJ2IMueq-vp-~df07ydFXEfjasdrF8DdLZ1hZXg7dVnCYvo_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0454848,Inside Man,2006,129,Crime|Drama|Mystery|Thriller,7.6,https://ia.media-imdb.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e131674&bitrateid=472&vendorid=102&type=.mp4
tt0120784,Payback,1999,100,Action|Crime|Drama|Thriller,7.1,https://ia.media-imdb.com/images/M/MV5BN2YxYTUyMTItYmU4ZS00OTIzLWIwMWQtMDY3NzRiMmIyMWMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"After a successful heist, Porter is shot by his wife and his best friend. They leave him there to die but when he recovers, he seeks revenge and wants his share of the money.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e53765&bitrateid=472&vendorid=102&type=.mp4
tt0112715,Congo,1995,109,Action|Adventure|Mystery|Sci-Fi,5.1,https://ia.media-imdb.com/images/M/MV5BMmQ2YWFjZGItMTNiZi00ZDFmLWE3ZTAtNTZiZTI5ZjBjYzlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e12553&bitrateid=471&vendorid=102&type=.mp4
tt1389137,We Bought a Zoo,2011,124,Comedy|Drama|Family,7.1,https://ia.media-imdb.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_.jpg,"Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.",https://video-http.media-imdb.com/MV5BMTQ3ODM3OTQ5N15BMTFeQW1wNF5BbWU3MDQ1MDA4NjY@.mp4?Expires=1524562231&Signature=OMJZaAVapQpOChPlGtJCkTU1pu7KnuBbblHW9CM0KeqzH7ht83naA2NnMatntN1DjiTIO8jfUKoKm7crpcSyRzjQ5sCi68orLlNguwv8rnaCtyyerGORm21wgMiQ9y3HmVOz3HW1rSu1z75aXCvNju585hEoEv4N2WGT4apmrjU_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0448011,Knowing,2009,121,Drama|Mystery|Sci-Fi|Thriller,6.2,https://ia.media-imdb.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_.jpg,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,https://video-http.media-imdb.com/MV5BZDQ1ZTE2NjMtZjAzNS00MDgwLWEzNTUtNTdmNzI2ZTI5YjM0XkExMV5BbXA0XkFpbWRiLWV0cy10cmFuc2NvZGU@.mp4?Expires=1524562234&Signature=KBG0uCQHXSkx5PqOrNDQ4wpBgWd2LvPNlgMyogAOtLTdL1dHqClvW20MGZtJFb3B~6iPRo~AmDosoMOdQY1M6ezwhO1SraDhcOHKtrZ-IYrGEHk9j00O-rUPV7D~QqPJAFyxOvZ6smA-qWSCLKKYsdm0jojtATB866-XN5ZOPn0_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0427229,Failure to Launch,2006,97,Comedy|Romance,5.6,https://ia.media-imdb.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_.jpg,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e26609&bitrateid=472&vendorid=102&type=.mp4
tt0377109,The Ring Two,2005,110,Horror|Mystery,5.4,https://ia.media-imdb.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_.jpg,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e24651&bitrateid=472&vendorid=102&type=.mp4
tt1570728,"Crazy, Stupid, Love.",2011,118,Comedy|Drama|Romance,7.4,https://ia.media-imdb.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_.jpg,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",https://video-http.media-imdb.com/MV5BMTM2NTUzODY0MF5BMTFeQW1wNF5BbWU3MDI0MzQ4ODQ@.mp4?Expires=1524562240&Signature=YGJjSei72JNhfQx08AY3bqePIEVu81DxK2Q5NNCwtCVjqNLZh~q-4YZhKKowz4TlgAlJbtfz7-4ZM6cFrfdWzfcSrI50vrtBlwvBHeVEZE3vgxsjzwwax-PFfnEgkJ6xdHCoygQJjSAA4AqawtNoAdernS1KptWaFplaMt65iJY_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0356634,Garfield,2004,80,Animation|Comedy|Family|Fantasy,5,https://ia.media-imdb.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_.jpg,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e18915&bitrateid=472&vendorid=102&type=.mp4
tt0388419,Christmas with the Kranks,2004,99,Comedy|Family,5.3,https://ia.media-imdb.com/images/M/MV5BMTUxNDA4OTU4Nl5BMl5BanBnXkFtZTcwMzQxODYyMQ@@._V1_.jpg,"With their daughter away, the Kranks decide to skip Christmas altogether until she decides to come home, causing an uproar when they have to celebrate the holiday at the last minute.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e22901&bitrateid=472&vendorid=102&type=.mp4
tt1210166,Moneyball,2011,133,Biography|Drama|Sport,7.6,https://ia.media-imdb.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_.jpg,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,https://video-http.media-imdb.com/MV5BMTQwMDMzNjc1OF5BMTFeQW1wNF5BbWU3MDI1Mjg2NTY@.mp4?Expires=1524562246&Signature=LCzc3fl9OEgGBEusKcszuX7wEzn4zpG28frwxUTHHwYtJpB-SQJM6QfMHEabddFqLX5w4aabQQHF7E7RRuj4Bx32umBL0fMLeTwO~jFT7cYSO~eLwE8TVsEYYhjXZSfkRWM~IM~OLiCgBYN0wgxUD-c8VsUaMXxU49MJj9rQZlQ_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0114069,Outbreak,1995,127,Action|Drama|Thriller,6.6,https://ia.media-imdb.com/images/M/MV5BZTg1Mzk1NjAtNGFlOS00NzdlLWI0NTgtYzlmNTUzZGQ0NjYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Army doctors, including a contagious disease expert a DNA his ex-wife, struggles to find a cure for a deadly virus spreading throughout a California town that was brought to america by an African monkey.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e10642&bitrateid=471&vendorid=102&type=.mp4
tt2024469,Non-Stop,2014,106,Action|Mystery|Thriller,7,https://ia.media-imdb.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_.jpg,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",https://video-http.media-imdb.com/MV5BMjM2ODA0MTAxMV5BMTFeQXdlYm1eQW1lODA0MjkxNTQwMQ@@.webm?Expires=1524562250&Signature=4VlXM-Ctt7AFQ2PVPFSuKTJyogCv6yoT9NV6x5FODmSEyTY~TGwJ1neCKSBGWTkb-tov18zvdOnc~DPoBfueVNjzNLjqMqisQbU0IiAJHvYp~pA5io-e4pvStOGUePk39mV7d4lWU54Xybh6b0TOieG6IxhDpsKZ0mb-VwDQmkc_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt1075417,Race to Witch Mountain,2009,98,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,5.7,https://ia.media-imdb.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_.jpg,A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,https://video-http.media-imdb.com/MV5BMGVkMTQxYTEtN2IxMC00ODNlLTk3ZmQtZDliZDE5NjVlNTYxXkExMV5Bd2VibV5BaW1kYi1ldHMtdHJhbnNjb2Rl.webm?Expires=1524562252&Signature=YI-DvUjD08qlpLPJSfFnZLGAxd9hhrIXwEFK54vdc-~bxxMwMXi0Oopb1pyi8DKYIrqIeSCG9YsPIn5pkeS7Z9enkUBVC7bDTU9Rcvg4LadjFSt8DKyfXAZWr9wl-gHfsEEO863Lm-dlkUpid740zxghq6CPmInClA4GEcjYt24_&Key-Pair-Id=APKAILW5I44IHKUN2DYA
tt0434409,V for Vendetta,2005,132,Action|Drama|Thriller,8.199999999999999,https://ia.media-imdb.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e26897&bitrateid=472&vendorid=102&type=.mp4
tt0381971,Curious George,2006,87,Adventure|Animation|Comedy|Family,6.5,https://ia.media-imdb.com/images/M/MV5BMTIzODQ4ODI0Nl5BMl5BanBnXkFtZTcwNTMyMDIzMQ@@._V1_.jpg,"The Man in the Yellow Hat is an oddball museum employee who looks after his pet monkey, an inquisitive and wonderful creature whose enthusiasm often gets the best of him.",https://www.totaleclips.com/Player/Bounce.aspx?eclipid=e26427&bitrateid=472&vendorid=102&type=.mp4
